"Contrast","logOR","OR","SE","CI_low_OR","CI_high_OR","P","N_samples","Zero_cells","Model_status","Detail","PG.ProteinGroups","Model","FDR"
"High_vs_Low",-0.332632708890639,0.717033505828525,0.243577122904273,0.444842453206213,1.15577334126968,0.172059660375545,515,FALSE,"ok","","P12955","Acquisition_matched_primary",0.889803850103268
"Low_vs_Control",,,,,,,515,TRUE,"separation_nonfinite_MLE","","P13224","Acquisition_matched_primary",
"High_vs_Control",,,,,,,515,TRUE,"separation_nonfinite_MLE","","P13224","Acquisition_matched_primary",
"High_vs_Low",,,,,,,515,TRUE,"separation_nonfinite_MLE","","P13224","Acquisition_matched_primary",
"Low_vs_Control",0.256991776776266,1.2930344938037,0.30930475304659,0.705227805890482,2.37077748239812,0.406047553980713,515,FALSE,"ok","","P13473","Acquisition_matched_primary",1
"High_vs_Control",0.0711336529389101,1.07372472274353,0.312227365646216,0.582270164541316,1.97998257585266,0.819781161670952,515,FALSE,"ok","","P13473","Acquisition_matched_primary",1
"High_vs_Low",-0.185858123837356,0.830391399370153,0.295355558541219,0.46545289427381,1.48146006745482,0.529172903197926,515,FALSE,"ok","","P13473","Acquisition_matched_primary",1
"Low_vs_Control",0.221634365151606,1.24811494010769,0.377427459217902,0.595645336701105,2.61529942020132,0.557053448593027,515,FALSE,"ok","","P13489","Acquisition_matched_primary",1
"High_vs_Control",-0.32105913880483,0.725380351594603,0.338659696657477,0.373506471743053,1.40874842683177,0.343114803358677,515,FALSE,"ok","","P13489","Acquisition_matched_primary",1
"High_vs_Low",-0.542693503956436,0.58118072966262,0.348927206378131,0.293294439470395,1.1516448833503,0.119869848225432,515,FALSE,"ok","","P13489","Acquisition_matched_primary",0.800018488498527
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","P13497","Acquisition_matched_primary",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","P13497","Acquisition_matched_primary",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","P13497","Acquisition_matched_primary",
"Low_vs_Control",-0.503873466818458,0.604185827574372,0.236434978356878,0.380116494380591,0.960338526841805,0.0330785064971827,515,FALSE,"ok","","P13569","Acquisition_matched_primary",1
"High_vs_Control",-0.543188364667889,0.580893197303358,0.235329769723058,0.366254717636449,0.921317570599224,0.020987970248314,515,FALSE,"ok","","P13569","Acquisition_matched_primary",0.543784270045502
"High_vs_Low",-0.0393148978494311,0.961447903595278,0.222780820865325,0.621290021207339,1.48784310028258,0.85992201292589,515,FALSE,"ok","","P13569","Acquisition_matched_primary",1
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","P13591","Acquisition_matched_primary",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","P13591","Acquisition_matched_primary",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","P13591","Acquisition_matched_primary",
"Low_vs_Control",,,,,,,515,TRUE,"separation_nonfinite_MLE","","P13598","Acquisition_matched_primary",
"High_vs_Control",,,,,,,515,TRUE,"separation_nonfinite_MLE","","P13598","Acquisition_matched_primary",
"High_vs_Low",,,,,,,515,TRUE,"separation_nonfinite_MLE","","P13598","Acquisition_matched_primary",
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","P13611","Acquisition_matched_primary",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","P13611","Acquisition_matched_primary",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","P13611","Acquisition_matched_primary",
"Low_vs_Control",-0.88510544796426,0.412670655704116,0.850813683957457,0.0778734951424496,2.18684251641397,0.298198375643123,515,FALSE,"ok","","P13612","Acquisition_matched_primary",1
"High_vs_Control",-0.602114059085487,0.547652641391813,0.874598182659814,0.0986383647678355,3.04063653457109,0.491171648943579,515,FALSE,"ok","","P13612","Acquisition_matched_primary",1
"High_vs_Low",0.282991388878773,1.32709373400293,0.684678898655696,0.346818186882077,5.07810099194327,0.679372278630937,515,FALSE,"ok","","P13612","Acquisition_matched_primary",1
"Low_vs_Control",0.165632849643079,1.18013973344813,1.42729303770154,0.0719481110503635,19.3574198145122,0.907615417994988,515,FALSE,"ok","","P13639","Acquisition_matched_primary",1
"High_vs_Control",-0.977498460145845,0.376251129795115,1.16085873718296,0.0386681205753908,3.66102387614348,0.399761239441276,515,FALSE,"ok","","P13639","Acquisition_matched_primary",1
"High_vs_Low",-1.14313130978892,0.318819135676234,1.16534324593004,0.0324789821658239,3.12958210187689,0.32662253953861,515,FALSE,"ok","","P13639","Acquisition_matched_primary",1
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","P13645","Acquisition_matched_primary",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","P13645","Acquisition_matched_primary",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","P13645","Acquisition_matched_primary",
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","P13646","Acquisition_matched_primary",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","P13646","Acquisition_matched_primary",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","P13646","Acquisition_matched_primary",
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","P13647","Acquisition_matched_primary",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","P13647","Acquisition_matched_primary",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","P13647","Acquisition_matched_primary",
"Low_vs_Control",,,,,,,515,TRUE,"separation_nonfinite_MLE","","P13667","Acquisition_matched_primary",
"High_vs_Control",,,,,,,515,TRUE,"separation_nonfinite_MLE","","P13667","Acquisition_matched_primary",
"High_vs_Low",,,,,,,515,TRUE,"separation_nonfinite_MLE","","P13667","Acquisition_matched_primary",
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","P13671","Acquisition_matched_primary",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","P13671","Acquisition_matched_primary",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","P13671","Acquisition_matched_primary",
"Low_vs_Control",0.0167664369096991,1.01690778246183,0.33038871235205,0.53217465736696,1.94316174909164,0.959526639683139,515,FALSE,"ok","","P13686","Acquisition_matched_primary",1
"High_vs_Control",-0.805787652074629,0.446735915475789,0.303418900002911,0.246479175867061,0.809695088738983,0.00791454726582799,515,FALSE,"ok","","P13686","Acquisition_matched_primary",0.493596160782022
"High_vs_Low",-0.822554088984328,0.439308188196072,0.281990542096369,0.252777557724497,0.76348425055383,0.00353465288575856,515,FALSE,"ok","","P13686","Acquisition_matched_primary",0.397564550476757
"Low_vs_Control",-0.00594569117514034,0.994071949467381,0.228605106271638,0.635080531958043,1.55599013194623,0.979250505452728,515,FALSE,"ok","","P13716","Acquisition_matched_primary",1
"High_vs_Control",-0.247698265591154,0.78059544025119,0.226915975095813,0.500351011283393,1.2178035571029,0.275015182220272,515,FALSE,"ok","","P13716","Acquisition_matched_primary",1
"High_vs_Low",-0.241752574416013,0.785250444567346,0.21648740853018,0.51372863611456,1.20028010382452,0.264120473620909,515,FALSE,"ok","","P13716","Acquisition_matched_primary",1
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","P13727","Acquisition_matched_primary",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","P13727","Acquisition_matched_primary",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","P13727","Acquisition_matched_primary",
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","P13796","Acquisition_matched_primary",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","P13796","Acquisition_matched_primary",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","P13796","Acquisition_matched_primary",
"Low_vs_Control",-0.0316463280241532,0.968849176295118,0.245699747369128,0.598571686701243,1.56818096689601,0.897515259602886,515,FALSE,"ok","","P13797","Acquisition_matched_primary",1
"High_vs_Control",-0.0341033149783914,0.966471648481798,0.244643808881296,0.598339853587552,1.56109849898616,0.889134175650321,515,FALSE,"ok","","P13797","Acquisition_matched_primary",1
"High_vs_Low",-0.00245698695423826,0.997546028967676,0.235770998091794,0.628411764252954,1.58351281200494,0.99168533665875,515,FALSE,"ok","","P13797","Acquisition_matched_primary",1
"Low_vs_Control",-0.63175269979177,0.53165914503989,1.23418644221237,0.0473251374864761,5.97275489342892,0.608736502689216,515,FALSE,"ok","","P13798","Acquisition_matched_primary",1
"High_vs_Control",-2.01745844283716,0.132993045335627,1.06751359641525,0.0164119320476386,1.07770066658234,0.0587757844983744,515,FALSE,"ok","","P13798","Acquisition_matched_primary",0.658288786381794
"High_vs_Low",-1.38570574304539,0.250147197836029,0.801646927224745,0.0519795530282773,1.20381220960435,0.0838854316650135,515,FALSE,"ok","","P13798","Acquisition_matched_primary",0.709561055893041
"Low_vs_Control",-0.225889374089088,0.797806354838776,0.232408789689055,0.50590709586087,1.25812621532428,0.331076170778208,515,FALSE,"ok","","P13804","Acquisition_matched_primary",1
"High_vs_Control",-0.0738394584420636,0.928820796210071,0.232632070656091,0.588728625863126,1.46537476448934,0.750933456671478,515,FALSE,"ok","","P13804","Acquisition_matched_primary",1
"High_vs_Low",0.152049915647025,1.16421834769387,0.222581666121048,0.752614500674792,1.80092777895164,0.494531223242623,515,FALSE,"ok","","P13804","Acquisition_matched_primary",1
"Low_vs_Control",,,,,,,515,TRUE,"separation_nonfinite_MLE","","P13929","Acquisition_matched_primary",
"High_vs_Control",,,,,,,515,TRUE,"separation_nonfinite_MLE","","P13929","Acquisition_matched_primary",
"High_vs_Low",,,,,,,515,TRUE,"separation_nonfinite_MLE","","P13929","Acquisition_matched_primary",
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","P13942","Acquisition_matched_primary",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","P13942","Acquisition_matched_primary",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","P13942","Acquisition_matched_primary",
"Low_vs_Control",1.48405690365713,4.41080363782971,1.16637966549815,0.448428857605187,43.3852291206041,0.203244608322849,515,FALSE,"ok","","P13987","Acquisition_matched_primary",1
"High_vs_Control",-0.332593600442003,0.717061548444906,0.741594858150044,0.167613790259206,3.06763103121204,0.653803763427261,515,FALSE,"ok","","P13987","Acquisition_matched_primary",1
"High_vs_Low",-1.81665050409913,0.162569365431495,1.10467963291857,0.0186523562745385,1.41691474191258,0.100072058578905,515,FALSE,"ok","","P13987","Acquisition_matched_primary",0.75176083030007
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","P14151","Acquisition_matched_primary",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","P14151","Acquisition_matched_primary",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","P14151","Acquisition_matched_primary",
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","P14209","Acquisition_matched_primary",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","P14209","Acquisition_matched_primary",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","P14209","Acquisition_matched_primary",
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","P14314","Acquisition_matched_primary",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","P14314","Acquisition_matched_primary",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","P14314","Acquisition_matched_primary",
"Low_vs_Control",0.689820020211183,1.99335673703145,0.926049682489986,0.324586243268856,12.2416496800742,0.45632851151596,515,FALSE,"ok","","P14317","Acquisition_matched_primary",1
"High_vs_Control",-0.546688535073146,0.578863526294897,0.716929788250585,0.142011803799327,2.35954317253838,0.445737034956123,515,FALSE,"ok","","P14317","Acquisition_matched_primary",1
"High_vs_Low",-1.23650855528433,0.29039635281588,0.827530401745599,0.0573582645348158,1.470233494906,0.135119365037768,515,FALSE,"ok","","P14317","Acquisition_matched_primary",0.832335288632651
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","P14543","Acquisition_matched_primary",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","P14543","Acquisition_matched_primary",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","P14543","Acquisition_matched_primary",
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","P14618","Acquisition_matched_primary",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","P14618","Acquisition_matched_primary",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","P14618","Acquisition_matched_primary",
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","P14625","Acquisition_matched_primary",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","P14625","Acquisition_matched_primary",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","P14625","Acquisition_matched_primary",
"Low_vs_Control",-0.842126244084779,0.430793576654083,0.691926117960008,0.110994290575549,1.67200587277144,0.223575536373916,515,FALSE,"ok","","P14649","Acquisition_matched_primary",1
"High_vs_Control",-0.388456459500861,0.678102746169163,0.739229460241538,0.159243694882974,2.88754499636596,0.599243759136475,515,FALSE,"ok","","P14649","Acquisition_matched_primary",1
"High_vs_Low",0.453669784583917,1.5740781267815,0.583899532613346,0.501198890360573,4.94359025302198,0.437179132936448,515,FALSE,"ok","","P14649","Acquisition_matched_primary",1
"Low_vs_Control",-0.00255055478158226,0.997452695119661,0.349247459916116,0.503051364441877,1.97775406116889,0.994173099518455,515,FALSE,"ok","","P14735","Acquisition_matched_primary",1
"High_vs_Control",-0.571314713903272,0.564782423076134,0.323305520999163,0.299697426665449,1.06433741845847,0.0772106912961812,515,FALSE,"ok","","P14735","Acquisition_matched_primary",0.709407668689954
"High_vs_Low",-0.56876415912169,0.566224770196625,0.30505996408671,0.31140196734594,1.02957117810386,0.0622607865330783,515,FALSE,"ok","","P14735","Acquisition_matched_primary",0.650044822108072
"Low_vs_Control",-1.0647281489867,0.344821582123212,0.692834672397247,0.0886854752818081,1.3407147350807,0.124349426855815,515,FALSE,"ok","","P14770","Acquisition_matched_primary",1
"High_vs_Control",-1.17790341493302,0.30792365043591,0.671694648766128,0.0825459034335048,1.14865754148729,0.0794940475554384,515,FALSE,"ok","","P14770","Acquisition_matched_primary",0.710644042114769
"High_vs_Low",-0.113175265946315,0.892994134937536,0.494194693574331,0.338991899657498,2.35238224228524,0.818861553992432,515,FALSE,"ok","","P14770","Acquisition_matched_primary",1
"Low_vs_Control",0.492799209400168,1.63689181590021,0.243941098951769,1.01479177240291,2.64035922425401,0.0433671513878583,515,FALSE,"ok","","P14778","Acquisition_matched_primary",1
"High_vs_Control",-0.0435271343439008,0.957406575139245,0.232997104882689,0.606413569102477,1.5115548147719,0.851806425352991,515,FALSE,"ok","","P14778","Acquisition_matched_primary",1
"High_vs_Low",-0.536326343744069,0.584893006269151,0.233859835071918,0.369840592257317,0.924992648034016,0.0218269056701532,515,FALSE,"ok","","P14778","Acquisition_matched_primary",0.53535853754439
"Low_vs_Control",,,,,,,515,TRUE,"separation_nonfinite_MLE","","P14780","Acquisition_matched_primary",
"High_vs_Control",,,,,,,515,TRUE,"separation_nonfinite_MLE","","P14780","Acquisition_matched_primary",
"High_vs_Low",,,,,,,515,TRUE,"separation_nonfinite_MLE","","P14780","Acquisition_matched_primary",
"Low_vs_Control",-0.0535210990737145,0.947885941277468,0.246126254425808,0.585130901579367,1.53553291280003,0.827854676838669,515,FALSE,"ok","","P14868","Acquisition_matched_primary",1
"High_vs_Control",-0.194459416710239,0.823279588972674,0.242881417017394,0.511453684243721,1.32522123214588,0.423342855042026,515,FALSE,"ok","","P14868","Acquisition_matched_primary",1
"High_vs_Low",-0.140938317636524,0.868542883823277,0.231949040289672,0.551259244191713,1.36844279526985,0.543435409380552,515,FALSE,"ok","","P14868","Acquisition_matched_primary",1
"Low_vs_Control",,,,,,,515,TRUE,"separation_nonfinite_MLE","","P14923","Acquisition_matched_primary",
"High_vs_Control",,,,,,,515,TRUE,"separation_nonfinite_MLE","","P14923","Acquisition_matched_primary",
"High_vs_Low",,,,,,,515,TRUE,"separation_nonfinite_MLE","","P14923","Acquisition_matched_primary",
"Low_vs_Control",0.0844290570791704,1.08809564881033,0.362062285994747,0.535154395697865,2.2123561919286,0.815614401233322,515,FALSE,"ok","","P15090","Acquisition_matched_primary",1
"High_vs_Control",-0.38010345352402,0.683790664999063,0.339680596695047,0.351387670973313,1.33063767503491,0.263139051622433,515,FALSE,"ok","","P15090","Acquisition_matched_primary",0.992410137547462
"High_vs_Low",-0.464532510603191,0.628428820340091,0.324677659994579,0.332575282567434,1.18746883167411,0.152501923076065,515,FALSE,"ok","","P15090","Acquisition_matched_primary",0.857783835978054
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","P15144","Acquisition_matched_primary",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","P15144","Acquisition_matched_primary",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","P15144","Acquisition_matched_primary",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","P15151","Acquisition_matched_primary",
